RANK,NAME,REVENUES ($M),REVENUE PERCENT CHANGE,PROFITS ($M),PROFITS PERCENT CHANGE,ASSETS ($M),MARKET VALUE,EMPLOYEES,CHANGE IN RANK,CEO GENDER,Sector,City,STATE,YEAR
63,Cisco Systems,"51,904.00",5.2,"11,621.00",10464.5,"97,793.00","166,709.00",75900,1,male,Technology,San Jose,California,2020
64,Pfizer,"51,750.00",-3.5,"16,273.00",45.9,"167,489.00","181,074.90",88300,-3,male,Health Care,New York City,New York,2020
65,HCA Healthcare,"51,336.00",10,"3,505.00",-7.4,"45,058.00","30,411.40",245000,2,male,Health Care,Nashville,Tennessee,2020
66,American International Group,"49,746.00",5,"3,348.00",-,"525,064.00","20,886.30",46000,-,male,Financials,New York City,New York,2020
67,American Express,"47,020.00",8.6,"6,759.00",-2.3,"198,321.00","68,982.70",64500,5,male,Financials,New York City,New York,2020
68,Delta Air Lines,"47,007.00",5.8,"4,767.00",21.1,"64,532.00","18,261.90",91224,1,male,Transportation,Atlanta,Georgia,2020
69,Merck,"46,840.00",10.7,"9,843.00",58.2,"84,397.00","195,140.50",71000,7,male,Health Care,Kenilworth,New Jersey,2020
70,American Airlines Group,"45,768.00",2.8,"1,686.00",19.4,"59,995.00","5,193.70",133700,-2,male,Transportation,Fort Worth,Texas,2020
71,Charter Communications,"45,764.00",4.9,"1,668.00",35.6,"148,188.00","111,924.00",95100,-1,male,Telecommunications,Stamford,Connecticut,2020
72,Allstate,"44,675.00",12.2,"4,847.00",115.2,"119,950.00","29,070.50",46035,10,male,Financials,Northbrook,Illinois,2020
73,New York Life Insurance,"44,116.60",1.6,"1,003.80",14.1,"330,806.30",-,11519,-2,male,Financials,New York City,New York,2020
74,Nationwide,"43,982.00",1.6,829.70,61.9,"239,539.60",-,28114,-1,male,Financials,Columbus,Ohio,2020
75,Best Buy,"43,638.00",1.8,"1,541.00",5.3,"15,591.00","14,647.40",125000,-1,female,Retailing,Richfield,Minnesota,2020
76,United Airlines Holdings,"43,259.00",4.7,"3,009.00",41.3,"52,611.00","7,822.90",96000,2,male,Transportation,Chicago,Illinois,2020
77,Liberty Mutual Insurance Group,"43,228.00",1.3,"1,044.00",-51.7,"133,644.00",-,45000,-2,male,Financials,Boston,Massachusetts,2020
78,Dow,"42,951.00",-,"-1,359.00",-,"60,524.00","21,716.00",36500,-,male,Chemicals,Midland,Michigan,2020
79,Tyson Foods,"42,405.00",5.9,"2,022.00",-33.1,"33,097.00","21,124.80",141000,1,male,"Food, Beverages & Tobacco",Springdale,Arkansas,2020
80,TJX,"41,717.00",7,"3,272.20",6.9,"24,145.00","57,262.00",286000,5,male,Retailing,Framingham,Massachusetts,2020
81,TIAA,"40,454.40",-1.5,"2,460.10",57.6,"615,042.30",-,16533,-2,female,Financials,New York City,New York,2020
82,Oracle,"39,506.00",-0.8,"11,083.00",189.8,"108,709.00","152,412.70",136000,-1,female,Technology,Redwood City,California,2020
83,General Dynamics,"39,350.00",8.7,"3,484.00",4.2,"48,841.00","38,398.10",102900,9,female,Aerospace & Defense,Reston,Virginia,2020
84,Deere,"39,258.00",5.1,"3,253.00",37.4,"73,011.00","43,329.70",73489,3,male,Industrials,Moline,Illinois,2020
85,Nike,"39,117.00",7.5,"4,029.00",108.4,"23,717.00","128,857.00",76700,5,male,Apparel,Beaverton,Oregon,2020
86,Progressive,"39,022.30",22,"3,970.30",51.8,"54,895.30","43,218.40",41571,13,female,Financials,Mayfield Village,Ohio,2020
87,Publix Super Markets,"38,462.80",5.7,"3,005.40",26.2,"24,507.10",-,207000,4,male,Food & Drug Stores,Lakeland,Florida,2020
88,Coca-Cola,"37,266.00",17,"8,920.00",38.6,"86,381.00","189,983.00",86200,12,male,"Food, Beverages & Tobacco",Atlanta,Georgia,2020
89,Massachusetts Mutual Life,"37,253.40",-5.1,"3,700.70",830.1,"290,730.70",-,9896,-5,male,Financials,Springfield,Massachusetts,2020
90,Tech Data,"36,998.40",-0.6,374.50,10,"13,268.60","4,645.00",15000,-2,male,Wholesalers,Clearwater,Florida,2020
91,World Fuel Services,"36,819.00",-7.4,178.90,40.1,"5,992.40","1,646.90",5500,-8,male,Energy,Miami,Florida,2020
92,Honeywell International,"36,709.00",-12.2,"6,143.00",-9.2,"58,679.00","94,627.90",113000,-15,male,Industrials,Charlotte,North Carolina,2020
93,ConocoPhillips,"36,670.00",-5.3,"7,189.00",14.9,"70,514.00","33,167.30",10400,-7,male,Energy,Houston,Texas,2020
94,USAA,"35,617.40",13.5,"4,006.30",74.8,"173,732.60",-,35076,7,male,Financials,San Antonio,Texas,2020
95,Exelon,"34,438.00",-4.3,"2,936.00",46.1,"124,977.00","35,850.40",32713,-2,male,Energy,Chicago,Illinois,2020
96,Northrop Grumman,"33,841.00",12.4,"2,248.00",-30.4,"41,089.00","50,718.60",90000,12,female,Aerospace & Defense,Falls Church,Virginia,2020
97,Capital One Financial,"33,766.00",4.3,"5,546.00",-7.8,"390,365.00","23,063.20",51900,1,male,Financials,McLean,Virginia,2020
98,Plains GP Holdings,"33,669.00",-1.1,331.00,-0.9,"29,969.00","1,021.80",5000,-4,male,Energy,Houston,Texas,2020
99,AbbVie,"33,266.00",1.6,"7,882.00",38.6,"89,115.00","112,507.70",30000,-3,male,Health Care,North Chicago,Illinois,2020
100,StoneX Group,"32,897.00",19.1,85.10,53.3,"9,936.10",699.90,2012,12,male,Financials,New York City,New York,2020
101,Enterprise Products Partners,"32,789.20",-10.3,"4,591.30",10,"61,733.20","31,305.90",7300,-12,male,Energy,Houston,Texas,2020
102,Northwestern Mutual,"32,293.60",10.9,"1,268.00",61.9,"290,318.00",-,5964,9,male,Financials,Milwaukee,Wisconsin,2020
103,3M,"32,136.00",-1.9,"4,570.00",-14.6,"44,659.00","78,528.80",96163,-8,male,Chemicals,Maplewood,Minnesota,2020
104,Abbott Laboratories,"31,904.00",4.3,"3,687.00",55.7,"67,887.00","139,152.50",107000,-1,male,Health Care,North Chicago,Illinois,2020
105,CHS,"31,900.50",-2.4,829.90,7,"16,447.50",-,10703,-8,male,"Food, Beverages & Tobacco",Inver Grove Heights,Minnesota,2020
106,Travelers,"31,581.00",4.3,"2,622.00",3.9,"110,122.00","25,337.30",30800,-,male,Financials,Hartford,Connecticut,2020
107,Philip Morris International,"29,805.00",0.6,"7,185.00",-9.2,"42,875.00","113,606.40",73500,3,male,"Food, Beverages & Tobacco",New York City,New York,2020
108,Raytheon,"29,176.00",7.8,"3,343.00",14.9,"34,566.00","36,517.50",70000,6,male,Aerospace & Defense,Waltham,Massachusetts,2020
109,Hewlett Packard Enterprise,"29,135.00",-5.6,"1,049.00",-45,"51,803.00","12,509.80",61600,-7,male,Technology,San Jose,California,2020
110,Arrow Electronics,"28,916.80",-2.6,-204.10,-128.5,"16,400.80","4,182.90",19300,-1,male,Wholesalers,Centennial,Colorado,2020
111,Paramount Global,"27,812.00",91.6,"3,308.00",68.8,"49,519.00","8,798.20",26280,106,male,Media,New York City,New York,2020
112,Dollar General,"27,754.00",8.3,"1,712.60",7.7,"22,825.10","38,045.70",143000,7,male,Retailing,Goodlettsville,Tennessee,2020
113,U.S. Bancorp,"27,325.00",6,"6,914.00",-2.6,"495,426.00","52,407.50",69651,4,male,Financials,Minneapolis,Minnesota,2020
114,Starbucks,"26,508.60",7.2,"3,599.20",-20.3,"19,219.60","77,178.60",346000,7,male,"Hotels, Restaurants & Leisure",Seattle,Washington,2020
115,Bristol-Myers Squibb,"26,145.00",15.9,"3,439.00",-30.1,"129,944.00","126,109.70",30000,23,male,Health Care,New York City,New York,2020
116,US Foods Holding,"25,939.00",7.3,385.00,-5.4,"11,288.00","3,898.40",28000,9,male,Wholesalers,Rosemont,Illinois,2020
117,Mondelēz International,"25,868.00",-0.3,"3,870.00",14.5,"64,549.00","71,761.80",80000,-1,male,"Food, Beverages & Tobacco",Chicago,Illinois,2020
118,Paccar,"25,599.70",9,"2,387.90",8.8,"28,361.10","21,174.90",27000,12,male,Industrials,Bellevue,Washington,2020
119,Thermo Fisher Scientific,"25,542.00",4.9,"3,696.00",25.8,"58,381.00","113,107.70",75000,5,male,Technology,Waltham,Massachusetts,2020
120,Macy's,"25,331.00",-1.6,564.00,-49.1,"21,172.00","1,520.40",123000,-2,male,Retailing,Cincinnati,Ohio,2020
121,Jabil,"25,282.30",14.4,287.10,232.6,"12,970.50","3,738.40",200000,19,male,Technology,St. Petersburg,Florida,2020
122,Kraft Heinz,"24,977.00",-4.9,"1,935.00",-,"101,450.00","30,226.30",37000,-7,male,"Food, Beverages & Tobacco",Chicago,Illinois,2020
123,Duke Energy,"24,658.00",2.2,"3,748.00",40.6,"158,838.00","59,368.20",28793,3,female,Energy,Charlotte,North Carolina,2020
124,Tesla,"24,578.00",14.5,-862.00,-,"34,309.00","96,473.40",48016,20,male,Motor Vehicles & Parts,Palo Alto,California,2020
125,PBF Energy,"24,508.20",-9.9,319.40,148.9,"9,132.40",848.10,3442,-12,male,Energy,Parsippany,New Jersey,2020
126,Qualcomm,"24,273.00",7.4,"4,386.00",-,"32,957.00","77,326.80",37000,11,male,Technology,San Diego,California,2020
127,NGL Energy Partners,"24,087.80",39.4,360.00,-,"5,902.50",333.70,1300,52,male,Energy,Tulsa,Oklahoma,2020
128,CBRE Group,"23,894.10",12,"1,282.40",20.6,"16,197.20","12,625.00",100000,18,male,Financials,Los Angeles,California,2020
129,Baker Hughes,"23,838.00",4.2,128.00,-34.4,"53,369.00","10,827.30",68000,-,male,Energy,Houston,Texas,2020
130,TD Synnex,"23,757.30",18.5,500.70,66.6,"11,698.00","3,718.90",240900,28,male,Wholesalers,San Jose,California,2020
131,Dollar Tree,"23,610.80",3.5,827.00,-,"19,574.60","17,398.50",125000,4,male,Retailing,Chesapeake,Virginia,2020
132,Cummins,"23,571.00",-0.8,"2,260.00",5.6,"19,737.00","20,043.90",61615,-4,male,Industrials,Columbus,Indiana,2020
133,United Natural Foods,"23,481.10",129.6,-285.00,-272,"7,181.00",492.20,19000,177,male,Wholesalers,Providence,Rhode Island,2020
134,Micron Technology,"23,406.00",-23,"6,313.00",-55.3,"48,887.00","46,778.50",37000,-29,male,Technology,Boise,Idaho,2020
135,Amgen,"23,362.00",-1.6,"7,842.00",-6.6,"59,707.00","119,571.50",23400,-6,male,Health Care,Thousand Oaks,California,2020
136,Penske Automotive Group,"23,179.40",1.7,435.80,-7.5,"13,942.70","2,264.90",26980,-,male,Retailing,Bloomfield Hills,Michigan,2020
137,Visa,"22,977.00",11.5,"12,080.00",17.3,"72,574.00","316,199.10",19500,16,male,Business Services,Foster City,California,2020
138,Broadcom,"22,597.00",8.4,"2,724.00",-77.8,"67,493.00","94,790.50",19000,12,male,Technology,San Jose,California,2020
139,Nucor,"22,588.90",-9.9,"1,271.10",-46.2,"18,344.70","10,846.80",26800,-19,male,Materials,Charlotte,North Carolina,2020
140,Gilead Sciences,"22,449.00",1.5,"5,386.00",-1.3,"61,627.00","94,124.00",11800,-1,male,Health Care,Foster City,California,2020
141,Southwest Airlines,"22,428.00",2.1,"2,300.00",-6.7,"25,895.00","18,420.90",60767,1,male,Transportation,Dallas,Texas,2020
142,Halliburton,"22,408.00",-6.6,"-1,131.00",-168.3,"25,377.00","6,027.40",55000,-15,male,Energy,Houston,Texas,2020
143,Lumen Technologies,"22,401.00",-4.4,"-5,269.00",-,"64,742.00","10,307.10",42500,-11,male,Telecommunications,Broomfield,Colorado,2020
144,International Paper,"22,376.00",-4,"1,225.00",-39.1,"33,471.00","12,206.80",51000,-11,male,Materials,Memphis,Tennessee,2020
145,Eli Lilly,"22,319.50",-9.1,"8,318.40",157.4,"39,286.10","132,760.40",33625,-22,male,Health Care,Indianapolis,Indiana,2020
146,Aflac,"22,307.00",2.5,"3,304.00",13.2,"152,768.00","24,738.80",11729,-3,male,Financials,Columbus,Georgia,2020
147,Lennar,"22,259.60",8.2,"1,849.10",9,"29,359.50","11,590.80",10106,7,male,Engineering & Construction,Miami,Florida,2020
148,Occidental Petroleum,"21,971.00",16,-667.00,-116.1,"109,330.00","10,366.70",14400,19,female,Energy,Houston,Texas,2020
149,Union Pacific,"21,708.00",-4.9,"5,919.00",-0.8,"61,673.00","97,354.50",37483,-15,male,Transportation,Omaha,Nebraska,2020
150,Rite Aid,"21,674.40",-28.3,-422.20,-144.8,"7,591.40",822.30,42645,-43,female,Food & Drug Stores,Camp Hill,Pennsylvania,2020
151,PNC Financial Services Group,"21,624.00",8.2,"5,369.00",1.3,"410,295.00","41,037.70",50968,8,male,Financials,Pittsburgh,Pennsylvania,2020
152,DuPont,"21,512.00",-75,498.00,-87,"69,396.00","25,213.10",35000,-117,male,Chemicals,Wilmington,Delaware,2020
153,Southern,"21,419.00",-8.8,"4,739.00",112.9,"118,700.00","57,075.90",27943,-22,male,Energy,Atlanta,Georgia,2020
154,AutoNation,"21,335.70",-0.4,450.00,13.6,"10,543.30","2,510.70",25000,-9,male,Retailing,Fort Lauderdale,Florida,2020
155,DXC Technology,"21,184.00",-13.7,"1,257.00",-28.2,"29,574.00","3,311.10",130000,-33,male,Technology,Tysons,Virginia,2020
156,McDonald's,"21,076.50",0.2,"6,025.40",1.7,"47,510.80","123,259.60",205000,-7,male,"Hotels, Restaurants & Leisure",Chicago,Illinois,2020
157,Marriott International,"20,972.00",1,"1,273.00",-33.2,"25,051.00","24,254.50",174000,-6,male,"Hotels, Restaurants & Leisure",Bethesda,Maryland,2020
158,ManpowerGroup,"20,863.50",-5.1,465.70,-16.3,"9,223.80","3,109.40",28000,-17,male,Business Services,Milwaukee,Wisconsin,2020
159,Bank of New York Mellon,"20,822.00",8.4,"4,441.00",4.1,"381,508.00","29,808.50",48400,4,male,Financials,New York,New York,2020
160,Hartford Financial Services Group,"20,740.00",4.6,"2,085.00",15.4,"70,817.00","12,624.80",19500,1,male,Financials,Hartford,Connecticut,2020
161,Danaher,"20,521.20",3.2,"3,008.20",13.5,"62,081.60","96,457.30",60000,-1,male,Health Care,Washington D.C.,District of Columbia,2020
162,Whirlpool,"20,419.00",-2.9,"1,184.00",-,"18,881.00","5,377.80",77000,-14,male,Industrials,Benton Harbor,Michigan,2020
163,AECOM,"20,173.30",0.1,-261.10,-291.3,"14,461.60","4,734.90",86000,-6,male,Engineering & Construction,Los Angeles,California,2020
164,Netflix,"20,156.40",27.6,"1,866.90",54.1,"33,975.70","164,771.90",8600,33,male,Media,Los Gatos,California,2020
165,Kohl's,"19,974.00",-1.3,691.00,-13.7,"14,555.00","2,265.00",79500,-9,female,Retailing,Menomonee Falls,Wisconsin,2020
166,Lear,"19,810.30",-6.3,753.60,-34.5,"12,680.70","4,913.40",164100,-19,male,Motor Vehicles & Parts,Southfield,Michigan,2020
167,Altria Group,"19,796.00",0.9,"-1,293.00",-118.6,"49,271.00","71,863.00",7300,-5,male,"Food, Beverages & Tobacco",Richmond,Virginia,2020
168,Performance Food Group,"19,743.50",12.1,166.80,-16.1,"4,653.50","2,896.70",18000,8,male,Wholesalers,Richmond,Virginia,2020
169,Avnet,"19,518.60",2.5,176.30,-,"8,564.60","2,505.90",15500,-4,male,Wholesalers,Phoenix,Arizona,2020
170,Synchrony Financial,"19,461.00",6.6,"3,747.00",34.3,"104,826.00","9,870.80",16500,3,male,Financials,Stamford,Connecticut,2020
171,Genuine Parts,"19,392.30",3.5,621.10,-23.4,"14,645.60","9,788.50",55000,-2,male,Wholesalers,Atlanta,Georgia,2020
172,NextEra Energy,"19,204.00",14.8,"3,769.00",-43.2,"117,691.00","117,655.00",14800,12,male,Energy,Juno Beach,Florida,2020
173,CarMax,"19,146.00",6.5,842.40,26.8,"18,717.90","8,795.00",25946,1,male,Retailing,Richmond,Virginia,2020
174,Tenet Healthcare,"18,479.00",0.9,-232.00,-309,"23,351.00","1,501.80",101104,-2,male,Health Care,Dallas,Texas,2020
175,Kimberly-Clark,"18,450.00",-0.2,"2,157.00",53,"15,283.00","43,662.50",40000,-4,male,Household Products,Irving,Texas,2020
176,Emerson Electric,"18,372.00",5.5,"2,306.00",4.7,"20,497.00","29,154.20",88000,2,male,Industrials,St. Louis,Missouri,2020
177,WestRock,"18,289.00",12.3,862.90,-54.7,"30,156.70","7,304.00",51100,13,male,Materials,Atlanta,Georgia,2020
178,CDW,"18,032.40",11,736.80,14.6,"7,999.40","13,316.30",9900,13,female,Technology,Lincolnshire,Illinois,2020
179,Jones Lang LaSalle (JLL),"17,983.20",10.2,535.30,10.5,"13,672.60","5,207.10",93400,10,male,Financials,Chicago,Illinois,2020
180,Sherwin-Williams,"17,900.80",2.1,"1,541.30",39,"20,496.20","42,185.80",61111,-3,male,Chemicals,Cleveland,Ohio,2020
181,Fluor,"17,817.20",-7,"-1,305.00",-680.4,"7,883.70",968.60,53349,-17,male,Engineering & Construction,Irving,Texas,2020
182,PayPal Holdings,"17,772.00",15,"2,459.00",19.5,"51,333.00","112,298.80",23200,22,male,Business Services,San Jose,California,2020
183,D.R. Horton,"17,592.90",9.5,"1,618.50",10.8,"15,606.60","12,456.40",8916,11,male,Engineering & Construction,Arlington,Texas,2020
184,HF Sinclair,"17,486.60",-1.3,772.40,-29.7,"12,164.80","3,967.80",4074,-9,male,Energy,Tulsa,Oklahoma,2020
185,Tenneco,"17,450.00",48.3,-334.00,-707.3,"13,226.00",292.30,78000,82,male,Motor Vehicles & Parts,Lake Forest,Illinois,2020
186,EOG Resources,"17,380.00",0.6,"2,734.90",-20,"37,124.60","20,907.40",2900,-5,male,Energy,Houston,Texas,2020
187,Becton Dickinson,"17,290.00",8.2,"1,233.00",296.5,"51,765.00","62,307.50",70093,8,male,Health Care,Franklin Lakes,New Jersey,2020
188,Lincoln National,"17,258.00",5.1,886.00,-46,"334,761.00","5,142.20",11357,-1,male,Financials,Radnor,Pennsylvania,2020
189,PG&E,"17,129.00",2.2,"-7,656.00",-,"85,196.00","4,762.80",23000,-6,female,Energy,San Francisco,California,2020
190,Salesforce,"17,098.00",28.7,126.00,-88.6,"55,126.00","128,862.10",49000,50,male,Technology,San Francisco,California,2020
191,Mastercard,"16,883.00",12.9,"8,118.00",38.6,"29,236.00","242,794.10",18600,19,male,Business Services,Purchase,New York,2020
192,General Mills,"16,865.20",7.1,"1,752.70",-17.8,"30,111.20","31,986.00",40000,8,male,"Food, Beverages & Tobacco",Minneapolis,Minnesota,2020
193,Molina Healthcare,"16,829.00",-10.9,737.00,4.2,"6,787.00","8,500.80",10000,-25,male,Health Care,Long Beach,California,2020
194,Cognizant Technology Solutions,"16,783.00",4.1,"1,842.00",-12.3,"16,204.00","25,495.20",292500,-1,male,Technology,Teaneck,New Jersey,2020
195,Marsh & McLennan,"16,652.00",11.4,"1,742.00",5.6,"31,357.00","43,567.00",76000,15,male,Financials,New York,New York,2020
196,XPO Logistics,"16,648.00",-3.7,419.00,-0.7,"14,128.00","4,502.40",100000,-16,male,Transportation,Greenwich,Connecticut,2020
197,Dominion Energy,"16,572.00",24,"1,358.00",-44.5,"103,823.00","60,514.90",19100,41,male,Energy,Richmond,Virginia,2020
198,Western Digital,"16,569.00",-19.8,-754.00,-211.7,"26,370.00","12,441.50",61800,-46,male,Technology,San Jose,California,2020
199,Gap,"16,383.00",-1.2,351.00,-65,"13,679.00","2,614.00",129000,-13,female,Retailing,San Francisco,California,2020
200,Aramark,"16,227.30",2.8,448.50,-21,"13,736.30","5,037.80",233400,-2,male,Business Services,Philadelphia,Pennsylvania,2020
201,Principal Financial Group,"16,222.10",13.9,"1,394.20",-9.8,"276,087.80","8,608.70",17601,18,male,Financials,Des Moines,Iowa,2020
202,Ross Stores,"16,039.10",7,"1,660.90",4.6,"9,348.40","30,952.30",92500,7,female,Retailing,Dublin,California,2020
203,Colgate-Palmolive,"15,693.00",1,"2,367.00",-1.4,"15,034.00","56,900.20",34300,-1,male,Household Products,New York,New York,2020
204,American Electric Power,"15,561.40",-3.9,"1,921.10",-0.1,"75,892.30","39,576.70",17408,-12,male,Energy,Columbus,Ohio,2020
205,Nordstrom,"15,524.00",-2.1,496.00,-12.1,"9,737.00","2,398.40",75000,-9,male,Retailing,Seattle,Washington,2020
206,Jacobs (Jacobs Solutions),"15,463.60",3.2,848.00,418.9,"11,462.70","10,546.90",50000,2,male,Engineering & Construction,Dallas,Texas,2020
207,Waste Management,"15,455.00",3.6,"1,670.00",-13.2,"27,743.00","39,210.90",44900,6,male,Business Services,Houston,Texas,2020
208,C.H. Robinson Worldwide,"15,309.50",-7.9,577.00,-13.2,"4,641.10","8,694.70",15427,-23,male,Transportation,Eden Prairie,Minnesota,2020
209,PPG,"15,146.00",-1.5,"1,243.00",-7.3,"17,708.00","19,722.10",47600,-4,male,Chemicals,Pittsburgh,Pennsylvania,2020
210,Booking Holdings,"15,066.00",3.7,"4,865.00",21.7,"21,402.00","55,241.30",26400,6,male,Technology,Norwalk,Connecticut,2020
211,Omnicom Group,"14,953.70",-2.2,"1,339.10",1,"26,783.40","11,906.00",70000,-5,male,Business Services,New York City,New York,2020
212,Loews,"14,931.00",6.1,932.00,46.5,"82,243.00","10,023.00",18605,14,male,Financials,New York City,New York,2020
213,Ecolab,"14,906.30",1.6,"1,558.90",9.1,"20,869.10","45,060.80",50200,2,male,Chemicals,St. Paul,Minnesota,2020
214,Stryker,"14,884.00",9.4,"2,083.00",-41.4,"30,167.00","62,405.10",40000,19,male,Health Care,Kalamazoo,Michigan,2020
215,Estée Lauder,"14,863.00",8.6,"1,785.00",61.1,"13,156.00","57,289.10",48000,16,male,Household Products,New York,New York,2020
216,Goodyear Tire & Rubber,"14,745.00",-4.7,-311.00,-144.9,"17,185.00","1,354.20",63000,-13,male,Motor Vehicles & Parts,Akron,Ohio,2020
217,Truist Financial,"14,664.00",12.8,"3,224.00",-0.4,"473,078.00","41,479.80",59000,29,male,Financials,Charlotte,North Carolina,2020
218,Applied Materials,"14,608.00",-15.3,"2,706.00",-18.3,"19,024.00","42,076.70",22000,-36,male,Technology,Santa Clara,California,2020
219,BlackRock,"14,539.00",2.4,"4,476.00",4,"168,622.00","68,119.50",16200,2,male,Financials,New York,New York,2020
220,Stanley Black & Decker,"14,442.20",3.3,955.80,57.9,"20,596.60","15,402.50",59438,8,male,Household Products,New Britain,Connecticut,2020
221,Freeport-McMoRan,"14,402.00",-22.7,-239.00,-109.2,"40,809.00","9,794.10",27500,-51,male,Energy,Phoenix,Arizona,2020
222,Texas Instruments,"14,383.00",-8.9,"5,017.00",-10.1,"18,018.00","93,303.20",29768,-23,male,Technology,Dallas,Texas,2020
223,Biogen,"14,377.90",6.9,"5,888.50",32.9,"27,234.30","55,070.40",7400,12,male,Health Care,Cambridge,Massachusetts,2020
224,Parker-Hannifin,"14,320.30",0.1,"1,512.40",42.6,"17,576.70","16,652.50",55610,-6,male,Industrials,Cleveland,Ohio,2020
225,Reinsurance Group of America,"14,300.00",11.1,870.00,21.5,"76,731.00","5,186.00",3188,26,female,Financials,Chesterfield,Missouri,2020
